,TaskID,arg_wts,train_split,train_round,total_timesteps_each_trace,gradient_steps,learning_rate,thre_for_fix_a,if_single_env,assigned_patient_id,total_used_num,if_start_state_restrict,start_state_id,if_meal_restrict,arg_total_r_thre,arg_generate_train_trace_num,total_test_trace_num,arg_min_cgm,log_interval,arg_total_trial_num,arg_reward_weight,arg_test_param,arg_exp_type,arg_ppo_train_time,arg_use_exist_trace,arg_exist_trace_id,exp_id
0,1.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,1.0
1,2.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,2.0
2,3.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,3.0
3,4.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,4.0
4,5.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,5.0
5,6.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,6.0
6,7.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,7.0
7,8.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,8.0
8,9.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,9.0
9,10.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,10.0
10,11.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,11.0
11,12.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,12.0
12,13.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,13.0
13,14.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,14.0
14,15.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,15.0
15,16.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,16.0
16,17.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,17.0
17,18.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,18.0
18,19.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,19.0
19,20.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,20.0
20,21.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,21.0
21,22.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,22.0
22,23.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,23.0
23,24.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,24.0
24,25.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,25.0
25,26.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,26.0
26,27.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,27.0
27,28.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,28.0
28,29.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,29.0
29,30.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,7.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,30.0
30,31.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,1.0
31,32.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,2.0
32,33.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,3.0
33,34.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,4.0
34,35.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,5.0
35,36.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,6.0
36,37.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,7.0
37,38.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,8.0
38,39.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,9.0
39,40.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,10.0
40,41.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,11.0
41,42.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,12.0
42,43.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,13.0
43,44.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,14.0
44,45.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,15.0
45,46.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,16.0
46,47.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,17.0
47,48.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,18.0
48,49.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,19.0
49,50.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,20.0
50,51.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,21.0
51,52.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,22.0
52,53.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,23.0
53,54.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,24.0
54,55.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,25.0
55,56.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,26.0
56,57.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,27.0
57,58.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,28.0
58,59.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,29.0
59,60.0,5000.0,0.5,600.0,1.0,50.0,1e-05,-1.0,1.0,8.0,36.0,0.0,0.0,0.0,20.0,1.0,10.0,65.0,5.0,3.0,-1.0,20.0,1.0,1.0,0.0,0.0,30.0
